customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02888,Female,0,No,Yes,54,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,81.41,3967.08,Yes
CUST02889,Male,0,Yes,Yes,64,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,35.4,2974.84,Yes
CUST02890,Male,1,Yes,Yes,22,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,49.61,8104.99,Yes
CUST02891,Female,1,No,Yes,25,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,69.1,1184.02,Yes
CUST02892,Male,0,No,Yes,59,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.21,1358.06,Yes
CUST02893,Female,1,No,Yes,57,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,231.98,No
CUST02894,Male,0,No,No,54,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),115.71,745.82,Yes
CUST02895,Male,1,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,65.32,7729.81,No
CUST02896,Male,1,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),112.0,7163.48,No
CUST02897,Female,1,No,No,16,No,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,65.23,1011.55,No
CUST02898,Male,1,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),71.61,7040.36,No
CUST02899,Female,0,No,No,55,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),115.81,5805.34,No
CUST02900,Female,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,87.49,3548.62,No
CUST02901,Female,1,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.94,849.42,No
CUST02902,Female,1,No,Yes,21,No,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),79.86,5460.93,Yes
CUST02903,Male,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.52,7573.11,No
CUST02904,Female,0,Yes,No,8,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,50.97,3844.31,Yes
CUST02905,Female,1,No,Yes,71,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),103.82,3877.05,No
CUST02906,Male,1,No,Yes,10,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),88.21,7457.48,No
CUST02907,Female,1,No,Yes,57,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),48.69,1974.28,Yes
CUST02908,Male,1,No,No,4,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,20.47,1634.97,Yes
CUST02909,Female,1,Yes,No,43,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,73.12,6290.66,No
CUST02910,Male,1,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,45.02,5942.54,Yes
CUST02911,Female,0,Yes,No,43,No,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,22.83,8217.92,No
CUST02912,Male,1,Yes,No,67,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),26.33,3074.85,No
CUST02913,Female,1,Yes,Yes,51,No,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.33,1897.81,Yes
CUST02914,Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.43,3916.58,No
CUST02915,Male,1,No,No,43,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,No,Mailed check,46.25,3515.73,No
CUST02916,Male,1,Yes,Yes,24,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),107.97,8449.04,No
CUST02917,Male,1,Yes,Yes,34,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,102.51,8266.7,Yes
CUST02918,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,66.62,3910.53,No
CUST02919,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,47.56,3771.21,No
CUST02920,Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,70.72,4060.44,Yes
CUST02921,Male,0,No,No,10,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,95.29,6604.97,Yes
CUST02922,Female,0,No,Yes,23,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.07,4995.53,No
CUST02923,Male,0,Yes,No,15,No,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,81.26,2662.53,No
CUST02924,Male,1,Yes,No,17,No,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,91.01,6941.69,No
CUST02925,Female,1,Yes,No,14,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),101.68,8144.08,No
CUST02926,Female,1,No,No,16,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),41.66,6488.04,No
CUST02927,Female,1,Yes,Yes,32,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,40.34,1832.41,Yes
CUST02928,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.57,7146.79,No
CUST02929,Female,1,Yes,No,34,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,113.14,8901.67,No
CUST02930,Female,0,No,Yes,16,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),34.1,6197.88,No
CUST02931,Female,1,No,No,34,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,96.46,2270.59,No
CUST02932,Male,0,No,Yes,71,No,No,DSL,No internet service,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),118.68,149.37,Yes
CUST02933,Male,0,Yes,Yes,33,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.63,3530.11,No
CUST02934,Male,1,Yes,No,68,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,60.99,4285.23,No
CUST02935,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),103.94,8195.92,No
CUST02936,Male,1,Yes,Yes,64,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),87.01,5615.15,No
CUST02937,Female,1,No,No,71,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),106.85,2606.42,No
CUST02938,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.12,6256.4,No
CUST02939,Male,1,No,Yes,68,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),96.49,920.48,Yes
CUST02940,Male,1,Yes,Yes,61,No,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),78.66,1999.54,No
CUST02941,Male,0,No,No,20,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,74.01,6725.97,Yes
CUST02942,Male,1,Yes,No,11,No,No phone service,DSL,Yes,No,No internet service,No,No,No,One year,No,Electronic check,92.89,2745.35,Yes
CUST02943,Male,1,Yes,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.31,377.16,No
CUST02944,Male,0,No,No,64,Yes,No,DSL,No,No,No,No internet service,No,Yes,One year,No,Mailed check,27.46,4521.24,Yes
CUST02945,Female,1,No,No,28,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.21,5956.65,No
CUST02946,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),50.21,7122.28,No
CUST02947,Male,0,Yes,No,35,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.64,2823.68,No
CUST02948,Female,1,Yes,No,8,No,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),119.85,3878.72,Yes
CUST02949,Female,1,No,Yes,22,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,39.79,5053.4,No
CUST02950,Female,1,Yes,No,24,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,43.56,764.57,No
CUST02951,Female,1,No,Yes,66,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.39,1859.03,Yes
CUST02952,Male,1,Yes,No,64,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,69.7,3386.36,No
CUST02953,Female,1,Yes,No,65,No,Yes,DSL,No internet service,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),106.91,2477.88,No
CUST02954,Female,0,Yes,Yes,14,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.64,4245.87,No
CUST02955,Female,1,Yes,Yes,25,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),81.6,5891.53,Yes
CUST02956,Male,1,No,No,3,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,56.85,4903.2,Yes
CUST02957,Male,0,No,Yes,5,No,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),99.69,6990.45,Yes
CUST02958,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,No,Electronic check,80.19,5674.52,No
CUST02959,Male,1,Yes,No,54,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,99.51,2698.02,Yes
CUST02960,Male,0,Yes,Yes,19,No,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.51,1167.72,No
CUST02961,Male,1,No,No,54,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.21,5793.25,No
CUST02962,Male,1,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),119.57,1986.38,No
CUST02963,Female,0,No,Yes,16,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.89,2936.12,Yes
CUST02964,Female,1,No,No,46,No,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,83.75,7177.3,No
CUST02965,Female,1,No,Yes,29,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,34.06,2057.23,No
CUST02966,Male,0,No,No,15,No,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),30.51,4886.73,No
CUST02967,Male,0,Yes,Yes,48,No,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),68.76,943.94,Yes
CUST02968,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.37,3807.2,No
CUST02969,Male,0,No,No,34,No,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,44.82,8824.47,No
CUST02970,Male,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,52.72,8594.01,No
CUST02971,Female,0,Yes,Yes,30,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,90.01,8524.69,No
CUST02972,Female,0,Yes,Yes,19,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,41.17,5396.94,Yes
CUST02973,Male,0,No,No,68,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.14,2722.77,Yes
CUST02974,Male,0,Yes,No,70,No,No,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.86,3259.07,No
CUST02975,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,111.7,1933.8,Yes
CUST02976,Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),60.23,968.62,No
CUST02977,Female,0,Yes,No,36,No,No,No,No internet service,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),41.05,1602.78,Yes
CUST02978,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37.39,4258.63,No
CUST02979,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,49.32,340.57,No
CUST02980,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,47.89,8458.85,Yes
CUST02981,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,95.02,5098.44,Yes
CUST02982,Female,0,Yes,Yes,5,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,79.37,1644.33,No
CUST02983,Male,0,Yes,No,54,No,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,88.24,3805.43,Yes
CUST02984,Male,0,No,Yes,38,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,83.03,3448.95,No
CUST02985,Female,0,Yes,No,62,No,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,68.12,7534.61,No
CUST02986,Female,0,No,Yes,25,No,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,112.83,1172.4,No
CUST02987,Female,1,Yes,No,12,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.74,3925.85,No
CUST02988,Male,0,No,No,22,Yes,Yes,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.08,6430.66,Yes
CUST02989,Male,1,No,Yes,9,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.37,3421.38,No
CUST02990,Female,0,Yes,No,29,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.79,3282.57,No
CUST02991,Female,1,No,No,44,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,94.57,3129.9,No
CUST02992,Female,0,No,No,27,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,54.45,6881.89,No
CUST02993,Female,0,No,No,55,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),84.02,1161.8,No
CUST02994,Female,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,49.22,7724.67,No
CUST02995,Female,1,No,Yes,52,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),37.16,730.88,No
CUST02996,Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,20.92,2939.14,No
CUST02997,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,119.46,3562.51,Yes
CUST02998,Male,1,No,Yes,15,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.95,3602.94,No
CUST02999,Female,0,No,Yes,18,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.22,1770.3,Yes
CUST03000,Female,0,No,Yes,50,No,No phone service,No,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,102.21,5468.11,No
CUST03001,Female,0,Yes,Yes,2,No,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),43.6,4136.79,Yes
CUST03002,Female,1,No,No,13,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.56,5151.4,No
CUST03003,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,103.61,5572.74,No
CUST03004,Female,1,No,No,47,No,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.98,1802.89,No
CUST03005,Male,1,No,Yes,50,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.99,8290.59,Yes
CUST03006,Male,1,No,No,12,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),114.91,7487.84,No
CUST03007,Female,1,No,No,13,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),54.23,7472.8,No
CUST03008,Male,1,Yes,No,9,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.21,4831.72,No
CUST03009,Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,34.67,7398.48,Yes
CUST03010,Male,1,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),90.13,5684.62,No
CUST03011,Female,1,No,No,70,No,No,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,22.9,4109.94,No
CUST03012,Female,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,104.58,6796.9,No
CUST03013,Male,1,No,Yes,23,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,50.42,5439.49,No
CUST03014,Male,1,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.98,117.92,No
CUST03015,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,100.18,8973.32,Yes
CUST03016,Female,0,Yes,Yes,34,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.42,3925.67,No
CUST03017,Male,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,60.0,5188.38,No
CUST03018,Male,1,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,75.38,3712.83,No
CUST03019,Female,0,No,Yes,51,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,87.92,992.69,No
CUST03020,Male,0,Yes,Yes,32,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),88.86,7522.69,Yes
CUST03021,Female,0,Yes,Yes,38,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,73.41,6174.74,Yes
CUST03022,Female,1,Yes,No,56,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),104.41,7473.79,No
CUST03023,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,104.14,4407.12,No
CUST03024,Female,1,No,No,17,No,Yes,No,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),104.88,7146.19,No
CUST03025,Male,1,No,No,39,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.82,7199.7,No
CUST03026,Male,0,No,No,41,No,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),45.69,3093.04,No
CUST03027,Male,1,Yes,No,48,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),33.98,136.25,No
CUST03028,Male,1,No,Yes,28,No,No,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.64,7752.11,No
CUST03029,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,26.07,1743.24,No
CUST03030,Male,1,No,No,1,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.53,7831.55,No
CUST03031,Male,0,Yes,No,50,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),112.62,5602.86,No
CUST03032,Female,1,Yes,No,19,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),32.51,5749.21,Yes
CUST03033,Male,1,Yes,Yes,59,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,32.13,2300.24,Yes
CUST03034,Male,0,Yes,Yes,68,No,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.91,3683.21,No
CUST03035,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,51.01,2877.62,No
CUST03036,Male,1,No,Yes,41,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),108.14,1794.1,No
CUST03037,Male,1,Yes,No,10,No,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,57.77,6548.11,No
CUST03038,Female,0,Yes,No,28,No,No phone service,No,No,No,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),57.36,953.01,No
CUST03039,Male,1,Yes,No,34,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,33.52,4656.51,Yes
CUST03040,Male,1,Yes,No,39,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.86,4870.47,No
CUST03041,Male,1,No,Yes,56,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,96.17,8602.94,No
CUST03042,Female,1,No,Yes,52,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),42.56,7837.59,No
CUST03043,Male,0,Yes,No,3,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),92.78,4476.03,No
CUST03044,Male,0,Yes,Yes,23,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,30.37,7613.22,Yes
CUST03045,Female,0,Yes,Yes,17,No,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.38,7136.14,No
CUST03046,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,45.43,348.28,No
CUST03047,Female,0,No,Yes,26,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),105.06,8307.02,No
CUST03048,Female,0,No,No,18,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,71.11,6222.35,No
CUST03049,Male,1,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,112.12,6080.38,Yes
CUST03050,Female,0,Yes,No,70,No,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),78.52,6449.99,Yes
CUST03051,Female,1,Yes,Yes,31,No,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2100.38,No
CUST03052,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.39,359.63,No
CUST03053,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,98.4,2163.41,Yes
CUST03054,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),21.53,7171.74,Yes
CUST03055,Male,1,No,Yes,63,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,72.23,5416.1,Yes
CUST03056,Male,0,Yes,Yes,52,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),97.57,3315.38,No
CUST03057,Male,1,No,No,48,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,60.75,2249.52,No
CUST03058,Female,1,No,Yes,61,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,24.51,7218.5,Yes
CUST03059,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),21.76,4175.04,Yes
